loan_id,no_of_dependents,education,self_employed,age,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
11277,4,0,1,46,631000,24970,8,315,89100,53800,23300,72900,0
11278,3,1,1,26,1049000,5820,12,374,26900,44600,36600,100100,0
11279,1,1,0,23,872000,19340,8,698,5500,99900,26200,824100,1
11280,2,0,1,45,604000,20600,15,681,19100,45900,7200,349100,1
11281,0,0,0,22,1330000,16960,23,463,38200,70700,49900,850500,0
11282,1,0,1,79,564000,14150,23,309,89500,16900,1600,193400,0
11283,3,0,0,33,993000,9130,15,548,93000,54300,45200,710000,1
11284,3,0,1,72,925000,36940,15,876,20700,73500,14400,183400,0
11285,2,0,1,39,471000,29470,9,795,93600,50600,38300,757000,1
11286,0,1,0,23,1404000,47940,9,425,84600,88500,24100,498800,0
11287,1,0,0,33,792000,42260,10,342,47400,85900,41100,716500,0
11288,0,1,0,48,1438000,19220,10,892,22500,66000,12200,957100,1
11289,0,1,1,56,626000,12330,15,760,91300,85300,37800,60300,1
11290,1,0,1,66,1091000,3900,11,868,90800,77900,16300,319800,1
11291,0,1,0,38,680000,6240,18,763,56000,18300,26400,945900,1
11292,4,1,1,40,1133000,38370,12,530,83900,77600,6300,243400,1
11293,3,1,1,79,930000,29770,28,774,81300,81400,15300,736800,0
11294,5,0,1,51,288000,1700,15,416,61800,84600,35800,688700,0
11295,1,1,1,52,1496000,36920,23,578,18100,42200,48700,496000,0
11296,5,0,0,22,612000,45520,21,827,27500,51300,45100,412600,1
11297,3,0,1,53,201000,25840,17,559,28100,22700,37600,258000,0
11298,2,0,1,70,922000,750,28,371,62000,68800,40000,672000,0
11299,1,0,1,35,1116000,9480,17,529,18900,80400,47600,772800,1
11300,2,0,1,30,456000,5930,18,572,28900,60900,14200,856100,1
11301,5,1,0,25,566000,41480,14,478,46500,13400,26100,261600,0
11302,5,1,1,33,466000,27020,13,898,35400,63100,48700,843500,1
11303,0,0,1,39,928000,14090,25,655,80600,13700,32300,968800,1
11304,0,0,1,73,844000,21190,9,709,2900,92300,39400,59200,0
11305,3,0,0,38,1163000,47540,6,399,36300,85400,14100,547500,0
11306,5,1,0,75,868000,13150,21,520,41700,21600,33100,956800,0
11307,0,0,1,26,706000,37110,7,429,22900,77200,8300,59800,0
11308,4,0,0,65,663000,9940,12,425,47600,99000,10400,159800,0
11309,3,0,1,52,1158000,46480,6,811,68100,37200,37000,73400,1
11310,5,0,1,26,397000,37150,8,354,20500,92200,30400,606200,0
11311,0,0,0,24,829000,35160,16,753,10000,28600,30800,636700,1
11312,4,0,1,57,1430000,9660,9,849,82100,13600,9300,390300,1
11313,0,1,0,56,702000,6110,14,882,73100,78900,32700,133300,1
11314,4,1,1,29,952000,45170,17,829,56900,38800,7900,630300,1
11315,5,1,0,36,630000,29150,26,878,63900,5600,37000,573400,1
11316,1,0,0,72,1268000,33030,6,340,65500,36200,32500,838300,0
11317,5,1,1,57,1111000,1980,26,582,30100,7100,33300,558700,0
11318,1,0,0,68,1325000,46830,5,393,33900,5900,21900,510500,0
11319,3,0,0,76,807000,33470,23,596,39500,52600,6500,154800,0
11320,1,1,0,77,522000,38370,25,585,62700,48000,44500,433400,0
11321,2,0,1,67,684000,29110,9,353,51800,86800,12200,445600,0
11322,5,1,0,80,413000,31280,16,300,96300,91800,8500,161300,0
11323,4,0,1,25,1410000,14430,7,742,36600,68900,35500,714400,1
11324,2,0,1,40,1309000,47240,13,451,3200,84100,6100,347900,0
11325,5,1,1,23,1112000,35650,14,619,98000,4100,38100,544700,1
11326,1,0,1,73,360000,14300,22,795,81000,32600,31400,862200,0
11327,5,0,0,34,1145000,22420,6,378,36600,8600,18700,522800,0
11328,0,1,0,29,1186000,33960,10,806,95300,49800,43700,871400,1
11329,1,0,1,71,686000,37590,22,361,30400,28400,24100,35800,0
11330,3,1,0,62,1121000,47490,15,771,20900,15500,41100,265000,1
11331,1,1,1,38,1199000,35200,15,586,82500,79900,11100,245500,1
11332,4,0,0,45,605000,3210,11,623,16000,2400,13300,259600,1
11333,5,1,0,47,668000,6620,23,843,53700,4100,16100,79200,0
11334,2,1,1,72,334000,29390,23,570,49500,7600,29700,177300,0
11335,5,0,0,27,1231000,17090,19,899,25800,4500,20100,707400,1
11336,0,0,1,38,1450000,6220,24,703,23600,9400,21800,936800,1
11337,2,0,0,30,638000,33970,21,689,71400,12200,18600,874000,1
11338,5,0,1,35,912000,8120,11,330,82500,92600,7300,961400,0
11339,5,0,0,35,306000,15570,6,538,76000,87200,49200,856600,1
11340,3,1,0,50,425000,11030,6,472,82100,74800,28800,198300,0
11341,4,1,0,26,589000,9820,25,316,64100,27600,46000,410300,0
11342,5,0,0,36,1083000,32720,8,805,25800,24400,33600,963300,1
11343,4,1,0,39,1395000,1430,22,682,36400,63600,10200,385800,1
11344,4,0,0,43,1045000,42630,27,620,77700,72100,6400,971600,1
11345,2,1,1,37,945000,42680,14,844,77700,79300,2400,661700,1
11346,4,0,0,80,796000,6370,20,683,85200,69700,21400,849700,0
11347,0,1,1,72,1193000,11390,20,323,39400,63500,2600,128200,0
11348,3,0,0,64,731000,38950,11,498,29400,62400,12600,465300,0
11349,2,0,1,29,300000,48850,16,359,22000,47600,17600,336600,0
11350,4,1,1,56,1099000,34100,14,580,63900,64100,48300,363000,1
11351,2,0,1,37,1377000,20960,9,834,96800,52600,1400,151700,1
11352,2,1,1,67,1175000,4160,9,619,40800,15800,33800,242000,1
11353,0,0,1,70,277000,12050,20,520,60800,84500,47700,626900,1
11354,1,1,0,58,1123000,36630,5,317,68800,34800,11700,492000,0
11355,4,1,0,25,1033000,6690,8,534,6100,18300,41300,946200,1
11356,5,1,1,71,1490000,30000,22,888,72300,41400,19300,579400,0
11357,3,0,1,58,1325000,37340,7,450,64600,5400,26100,326700,0
11358,0,1,0,50,614000,32970,13,428,64400,46700,19000,258400,0
11359,2,0,1,76,1114000,47870,26,478,60500,75700,1300,986900,0
11360,5,1,0,59,533000,48110,11,328,41300,36700,16700,774200,0
11361,5,0,0,53,1002000,25700,9,461,45000,26900,23900,729500,0
11362,4,0,1,40,412000,5230,20,625,57700,26700,35800,716500,1
11363,5,0,0,65,739000,16460,19,319,1800,7000,5100,687600,0
11364,4,0,0,39,668000,8450,16,458,52800,66700,39400,533900,0
11365,4,1,1,65,1077000,7320,22,749,46300,21300,13100,568300,0
11366,1,0,1,23,1382000,12880,6,876,45400,31600,15400,282800,1
11367,0,0,0,33,984000,25210,26,843,99000,79000,41400,931800,1
11368,4,1,0,64,1196000,37250,26,505,36800,16400,48100,544600,0
11369,1,0,0,79,594000,5370,26,721,42000,49500,48700,354800,0
11370,2,1,1,80,593000,42880,20,691,74100,57600,11800,650700,0
11371,1,1,0,60,551000,4110,28,321,22100,44000,6200,634200,0
11372,1,1,1,64,1426000,41320,25,525,75200,51900,8700,710700,0
11373,1,0,1,61,1049000,19010,8,814,79100,49600,22700,498400,1
11374,4,1,1,45,962000,4230,10,332,68900,72900,46500,213700,0
11375,2,1,1,79,639000,47020,14,766,17400,92400,18600,732800,0
11376,3,1,1,32,579000,26860,8,840,94100,49300,44300,854100,1
11377,3,0,1,28,778000,47330,16,695,87900,32400,1900,211600,1
11378,4,0,0,50,649000,29180,13,305,96500,88000,46400,528100,0
11379,2,0,0,44,554000,46390,8,420,13000,75900,31100,842200,0
11380,3,0,0,22,466000,38580,6,364,73400,19100,5000,211900,0
11381,4,1,1,75,589000,13170,29,516,82800,93300,47400,54800,0
11382,1,0,0,67,1476000,5110,13,799,56500,63100,16300,37700,0
11383,1,0,0,36,702000,16240,7,400,88900,68900,27000,980400,0
11384,0,1,0,70,355000,38950,27,880,18000,67500,12000,209000,0
11385,1,0,1,57,909000,30940,16,304,11400,58000,18700,935700,0
11386,0,1,1,52,689000,29220,25,721,29900,13000,5900,694400,0
11387,1,1,1,57,1395000,26990,9,543,29800,7500,48700,578900,1
11388,0,0,1,55,736000,27530,29,556,83800,1800,32400,161700,0
11389,5,0,0,49,1453000,19360,10,888,30000,28500,19600,700700,1
11390,4,1,1,72,1156000,19920,9,447,35800,60500,24500,621500,0
11391,1,1,1,58,1422000,22940,5,837,66100,800,11300,143000,1
11392,3,1,0,78,757000,8670,23,880,25300,85100,31000,677400,0
11393,5,0,0,43,1247000,13090,10,757,77500,36500,36000,949400,1
11394,5,1,0,67,978000,36200,25,406,86800,72900,14400,305500,0
11395,1,0,1,39,939000,2130,14,735,40700,49100,4600,784300,1
11396,3,0,0,21,345000,16080,16,696,37800,11100,34100,699100,1
11397,2,0,0,64,335000,27990,10,672,91900,15000,17500,594900,1
11398,4,1,0,22,1160000,8170,28,469,72200,27700,46200,490500,0
11399,2,1,1,68,330000,38640,29,716,7300,84900,25500,199900,0
11400,2,1,1,23,491000,16140,19,823,61900,41000,16400,336200,1
11401,3,0,0,72,386000,900,7,613,21700,29700,10200,311100,0
11402,0,0,1,32,1437000,20870,29,300,91600,69800,40100,963300,0
11403,0,0,1,50,1226000,45050,23,660,32600,93800,26700,261000,1
11404,4,0,0,56,638000,31860,24,540,46800,49700,32800,692700,0
11405,3,1,0,38,930000,14870,21,764,66600,84300,15200,908200,1
11406,1,1,1,59,542000,46440,27,779,75100,85100,30600,397000,0
11407,4,0,1,73,1422000,32240,17,366,64500,48600,34800,328100,0
11408,3,0,1,23,1477000,35980,27,493,60300,41300,45300,748300,0
11409,0,1,1,53,755000,20490,28,359,13900,32200,23700,939500,0
11410,2,0,0,73,602000,11870,22,329,55900,63600,25800,103400,0
11411,4,1,1,74,621000,33370,13,842,19000,88300,18600,600200,0
11412,4,0,1,68,380000,10610,23,373,99200,26700,19100,134900,0
11413,0,1,0,62,418000,12720,7,758,64900,32900,24000,416500,1
11414,5,1,1,76,955000,33340,19,764,26400,96700,25000,154500,0
11415,5,0,0,30,1410000,7830,29,630,43400,78800,4200,865500,1
11416,4,0,1,79,1368000,28620,15,382,33300,1600,7500,581600,0
11417,2,1,1,56,1241000,31090,20,394,1100,79100,16300,59300,0
11418,5,1,1,45,485000,6840,14,570,33000,32100,19600,719500,1
11419,1,1,0,60,552000,2390,18,504,69000,67700,45100,742000,1
11420,5,1,0,21,1382000,9880,23,426,29900,7900,17800,876600,0
11421,2,1,1,41,465000,17690,11,877,48900,48800,31100,694100,1
11422,1,0,1,21,711000,24990,27,663,24100,16100,47100,389100,1
11423,0,1,1,59,1009000,7280,14,370,53800,96700,15200,666000,0
11424,5,1,0,70,497000,43170,7,602,71500,21600,7600,355900,1
11425,5,1,0,41,1283000,6670,5,611,22600,49400,10000,668300,1
11426,4,0,0,37,919000,5230,5,884,41700,82600,47400,855800,1
11427,5,1,0,34,1226000,6020,6,705,39500,55100,43900,947400,1
11428,4,0,0,34,1422000,15120,29,651,6200,36500,30600,113500,0
11429,0,1,1,36,912000,17900,29,686,41800,43300,24200,231200,1
11430,2,1,1,62,1465000,45430,25,393,10600,33500,15000,862500,0
11431,2,1,0,76,465000,25030,22,427,79600,89800,9500,544800,0
11432,4,0,1,64,356000,25000,15,755,20500,57200,13700,565900,1
11433,4,1,0,56,860000,27290,14,630,80000,41700,1600,83600,1
11434,1,0,0,56,545000,46900,16,626,90000,95000,32000,291900,1
11435,2,1,0,64,1253000,11230,9,456,18200,24600,35700,951400,0
11436,0,1,0,39,1025000,22300,5,483,13000,85100,6800,398900,0
11437,5,0,0,36,665000,32130,22,468,46000,35400,22400,446400,0
11438,0,1,0,23,804000,12620,19,573,8300,37800,23800,70000,0
11439,1,1,0,45,1246000,30370,19,874,55500,77600,16400,729500,1
11440,3,0,0,71,1395000,44850,24,386,24000,39500,17800,307300,0
11441,4,0,1,40,370000,12410,26,410,93800,87200,40300,218600,0
11442,0,1,1,78,329000,15600,21,823,56900,10800,27900,675700,0
11443,0,1,0,44,1458000,32680,29,887,40100,98800,39400,86400,1
11444,0,0,1,24,578000,40000,17,383,87600,76800,40200,124900,0
11445,4,0,0,57,351000,26540,16,513,81800,72500,32900,631100,1
11446,5,0,1,44,590000,15640,21,447,74300,56400,6000,139500,0
11447,5,0,0,48,949000,4980,12,836,74700,24100,46100,460300,1
11448,1,0,0,61,603000,16940,15,892,18100,69500,4200,157100,1
11449,0,0,0,25,1476000,27100,20,673,27500,28900,23900,708000,1
11450,0,1,0,57,1091000,17180,18,686,59800,74800,25900,272800,1
11451,0,0,1,75,1431000,29780,14,865,32400,41500,39100,480300,0
11452,0,1,0,56,954000,15380,15,414,42100,7500,46800,408900,0
11453,5,0,0,68,965000,35160,9,656,57400,21300,32600,480000,1
11454,2,0,1,56,849000,1600,8,879,58600,37700,32900,298200,1
11455,3,1,1,63,503000,41670,22,538,98800,1700,24200,198600,0
11456,0,1,1,77,1042000,48520,27,406,52200,79200,24100,967100,0
11457,0,1,0,70,1465000,28760,7,816,70200,77200,34400,490300,1
11458,5,0,0,25,808000,17530,16,692,69700,78300,31300,21800,1
11459,4,0,0,35,693000,42730,11,540,9800,99200,7300,45700,0
11460,4,0,0,66,582000,29780,7,496,89300,49300,12000,73800,0
11461,2,0,1,44,1115000,22150,17,885,64100,58500,5400,591500,1
11462,0,1,0,76,1212000,23160,29,328,4800,92400,6400,179500,0
11463,2,1,1,44,872000,36360,9,414,86300,94400,13000,855000,0
11464,3,0,1,44,365000,13370,19,343,85100,77800,36200,347100,0
11465,2,1,1,22,1383000,30250,24,314,60700,12700,36600,837800,0
11466,0,0,0,52,1107000,42450,26,680,95200,80900,37400,62800,0
11467,3,0,0,45,1332000,5240,16,394,25600,40500,1000,669800,0
11468,1,1,1,24,484000,43950,11,865,28100,94000,48700,449400,1
11469,3,0,1,32,1474000,2060,17,603,20800,54700,31600,136300,1
11470,2,0,0,37,1011000,43980,12,582,74500,71400,3300,475200,1
11471,2,0,0,64,642000,18030,7,584,15100,7500,5400,949200,1
11472,3,0,0,78,673000,49420,12,436,63200,47400,25000,61700,0
11473,1,0,0,58,1405000,16030,8,817,12800,15600,26700,881100,1
11474,5,0,0,61,782000,22340,25,553,75000,99200,15300,511800,0
11475,4,1,1,35,1038000,35210,22,388,7200,76500,10600,481200,0
11476,1,0,0,71,839000,41780,12,593,62300,14700,5600,226600,0
11477,1,1,1,79,1445000,6540,27,473,48600,42800,30800,96400,0
11478,4,1,0,49,908000,46760,24,784,92600,17600,32500,56000,0
11479,0,1,1,21,1438000,35410,25,418,91100,36900,48000,72000,0
11480,5,0,0,66,1470000,18910,16,663,25300,94700,10300,540000,1
11481,1,0,0,45,1474000,17450,9,444,75500,81200,35500,870200,0
11482,0,0,0,61,864000,1650,20,717,52300,800,20500,767800,1
11483,1,0,1,46,976000,25080,14,355,1200,39000,4800,910500,0
11484,3,1,0,27,1037000,17860,27,848,33800,47800,46100,960200,1
11485,5,0,0,28,391000,11650,11,489,65700,57500,37100,805400,0
11486,3,0,1,57,417000,40750,5,434,59000,41500,44100,146700,0
11487,1,1,1,32,1407000,26100,29,550,30600,31300,24000,366900,1
11488,3,1,0,62,1319000,40530,17,771,56800,66600,25400,79700,1
11489,2,0,0,50,756000,31160,27,842,85200,89500,45300,419500,1
11490,4,1,1,60,967000,38980,26,733,91600,300,4600,809000,0
11491,1,0,0,57,1163000,31190,9,668,44300,300,1900,900200,1
11492,3,0,0,40,1257000,24730,24,784,98000,57100,41000,542900,1
11493,5,0,0,35,429000,42150,17,556,13400,94900,6600,503700,1
11494,5,1,1,76,473000,14150,25,772,69200,11100,17700,67500,0
11495,3,0,1,45,899000,39890,21,798,60700,60500,3600,314500,1
11496,2,1,0,30,512000,31690,26,599,91900,48700,47300,761500,1
11497,1,1,0,63,1128000,21920,11,836,91400,97200,40600,999700,1
11498,3,1,1,32,409000,48040,27,822,8400,72000,44500,764600,1
11499,5,0,1,57,1448000,27800,27,885,21600,94300,19000,384300,0
11500,1,0,0,71,1422000,21170,27,617,65900,59800,4500,217600,0
11501,5,0,0,27,384000,48340,19,425,76800,4300,41900,878100,0
11502,4,1,1,61,509000,45250,18,579,42500,1200,49800,142100,1
11503,0,0,0,41,557000,34920,16,718,82600,34000,1100,751700,1
11504,4,0,0,76,878000,18380,26,739,10900,82500,32400,785500,0
11505,2,1,1,21,1002000,33180,10,457,81900,80200,40200,503500,0
11506,0,0,1,35,884000,25690,24,484,83800,80700,3100,917800,0
11507,3,0,0,49,510000,32770,11,366,67700,87000,20300,863200,0
11508,2,1,0,51,1391000,29910,15,536,5100,47800,23500,673700,1
11509,0,1,1,30,1104000,930,22,656,11100,98800,1800,50900,0
11510,2,0,1,63,1027000,18580,7,602,100,37700,47400,818300,1
11511,4,0,1,48,723000,30170,8,380,58700,71000,49400,414700,0
11512,1,1,0,36,525000,28730,27,527,65800,38100,10500,171100,1
11513,3,0,1,46,1077000,3920,22,897,22700,88900,13700,524500,1
11514,1,1,0,54,1175000,3090,6,373,32500,15000,16700,838000,0
11515,4,0,1,53,1097000,49340,28,821,53200,26200,7900,645900,0
11516,0,1,1,30,224000,27660,18,661,31100,52400,7700,520400,0
11517,4,0,0,61,1157000,4440,13,515,31100,67000,48600,672500,1
11518,3,1,0,39,855000,31530,15,707,10200,9900,13000,408100,1
11519,5,0,0,35,1375000,46410,13,406,44000,70800,19500,718100,0
11520,0,0,0,70,1484000,17890,11,695,17000,5900,6100,484800,1
11521,1,0,1,62,473000,22550,21,634,73800,96400,6400,635500,0
11522,2,1,0,77,569000,840,11,670,34400,72400,42300,140300,0
11523,1,0,0,41,893000,21450,29,540,1700,96100,29700,903200,1
11524,4,0,0,40,1365000,22000,28,677,74500,1100,11400,961000,1
11525,0,1,1,39,671000,23390,7,306,22700,98200,8000,199700,0
11526,2,0,0,24,489000,28200,10,503,54700,87400,35300,870600,1
11527,2,0,0,56,622000,20620,26,670,65200,71500,35500,327000,0
11528,4,0,0,37,832000,35150,10,789,18700,24200,39900,517100,1
11529,4,1,0,51,1096000,21620,18,513,11900,90700,44600,888500,1
11530,4,0,0,28,834000,7880,21,735,39300,29800,39000,504900,1
11531,2,0,1,43,503000,49240,23,596,52900,17600,3300,211800,1
11532,3,0,1,26,673000,30200,21,449,26300,10200,15400,591100,0
11533,5,1,0,44,1266000,46890,26,679,75400,15700,36500,918000,1
11534,0,0,1,72,1227000,37100,7,378,51700,45400,19200,482800,0
11535,2,0,1,24,767000,36090,19,458,37800,74000,38600,69900,0
11536,5,1,0,35,1316000,48500,17,567,20900,72100,14400,647000,1
11537,1,1,0,70,737000,21380,21,821,43400,49500,35300,914900,0
11538,3,0,1,61,1006000,22710,17,776,40100,6900,33300,262600,1
11539,0,1,1,32,817000,31570,14,422,95800,77600,46000,404600,0
11540,3,0,1,23,1130000,16740,26,591,27800,86500,11200,59600,0
11541,2,1,1,61,632000,21380,5,836,3100,58800,27600,82300,0
11542,5,0,0,42,1274000,48930,20,412,38900,37400,16800,124800,0
11543,2,1,0,33,514000,22980,28,434,37500,16600,44300,167600,0
11544,5,1,0,75,1137000,39590,11,723,38600,23000,18900,894800,0
11545,3,1,1,21,949000,22720,9,693,16100,72700,9300,696400,1
11546,4,1,0,46,451000,26340,7,813,25800,44100,46400,814800,1
11547,4,1,0,72,1195000,23520,13,303,4000,68000,22300,652400,0
11548,0,0,1,65,1419000,20610,12,572,91800,88200,9300,386500,1
11549,4,0,0,69,577000,2730,19,885,87000,71300,32100,544700,1
11550,0,0,0,44,326000,48670,28,470,53100,67400,39700,948700,0
11551,2,1,0,61,1261000,24980,19,675,90100,73700,34800,408500,1
11552,2,1,1,70,976000,12640,19,345,42000,43600,14200,258300,0
11553,2,0,1,76,684000,1590,10,485,42700,41100,5000,618300,0
11554,5,0,1,76,653000,5910,7,625,15500,92300,48600,494300,0
11555,5,0,0,55,1111000,25340,10,337,53500,49200,21400,786900,0
11556,3,0,1,24,1337000,15950,23,794,16900,3000,15600,915700,1
11557,5,0,0,38,1396000,19130,18,546,57200,92800,9900,550900,1
11558,1,0,1,74,1477000,38930,9,763,88500,50200,11700,678000,0
11559,5,1,0,22,357000,24490,24,368,34500,61100,35100,477500,0
11560,1,0,0,31,420000,9570,21,371,8400,97800,24600,951200,0
11561,4,0,1,74,1159000,41210,13,572,70000,52300,44500,805900,0
11562,3,0,1,42,1309000,13750,17,394,7800,64200,22800,745500,0
11563,3,1,0,35,930000,37850,14,370,87500,40700,45500,793100,0
11564,2,1,1,55,1147000,43820,28,742,6600,65700,18000,430500,0
11565,1,0,0,70,1367000,1920,27,651,82900,40500,10200,103000,0
11566,0,0,1,67,1450000,10480,24,790,84800,95500,45600,901600,0
11567,0,1,1,71,392000,20860,12,800,46400,60700,7100,66900,0
11568,2,0,0,55,1022000,2820,22,414,17200,34700,46100,861100,0
11569,5,0,0,65,625000,25680,18,617,2400,76200,32800,553300,1
11570,4,0,1,23,514000,19360,16,390,76100,85300,20100,651700,0
11571,2,0,1,36,523000,11030,13,672,98400,82100,14900,472000,1
11572,0,0,1,75,577000,10460,26,760,9300,22800,32700,734800,0
11573,5,0,1,67,793000,36480,12,551,1600,76200,36100,677700,1
11574,5,0,1,22,1043000,20650,10,707,72300,7100,48000,605600,1
11575,3,0,1,63,728000,36110,19,572,86700,31900,13400,444900,1
11576,2,0,0,38,1277000,18650,23,876,70700,25800,31900,74200,1
11577,5,0,0,74,368000,44650,19,492,6000,87800,25500,422700,0
11578,1,1,1,73,1331000,31870,9,772,55400,87100,44800,271500,0
11579,3,1,0,56,795000,10930,12,849,21300,39000,45800,840100,1
11580,0,1,0,25,598000,13210,6,376,22200,77800,29200,965300,0
11581,1,0,0,28,945000,46000,22,304,0,56300,4300,686100,0
11582,3,1,1,58,841000,35290,13,668,74100,63700,37400,748100,1
11583,2,0,0,35,1405000,27250,23,347,13400,91700,26100,510900,0
11584,3,0,0,59,1453000,29930,10,860,71500,96200,4200,251800,1
11585,0,0,0,74,678000,33020,17,862,17200,82500,5800,848500,0
11586,2,0,0,43,980000,3890,29,410,68600,66800,43900,807600,0
11587,3,1,0,53,644000,32700,6,700,98500,86200,47200,953500,1
11588,2,1,1,32,273000,19120,15,542,7000,88500,38900,182400,1
11589,4,1,0,64,889000,44710,24,726,27500,38400,24600,991700,0
11590,4,0,1,75,1198000,7750,13,708,34800,23800,37600,775400,0
11591,5,0,0,74,971000,35700,10,388,56300,31300,2800,303500,0
11592,1,1,1,33,981000,48100,11,406,47600,85000,29700,901900,0
11593,2,0,0,63,1362000,41840,20,701,24200,25800,3600,831200,1
11594,3,0,0,69,1251000,24520,7,344,8700,18900,16700,507000,0
11595,3,1,0,23,983000,13100,14,354,37100,70100,42000,249900,0
11596,4,1,0,52,321000,39440,22,824,65700,78600,38200,843000,0
11597,2,0,1,78,1393000,46690,21,641,25000,32400,33600,27200,0
11598,5,1,0,46,939000,8020,21,304,22700,38600,47600,138100,0
11599,0,1,0,29,738000,20980,28,734,61800,66400,32000,175900,1
11600,3,1,1,21,1160000,30070,19,423,2700,10500,17300,175500,0
11601,4,0,1,69,584000,38390,22,303,96300,34800,25200,595600,0
11602,2,1,1,25,283000,33870,9,690,34600,86400,18200,214500,1
11603,2,1,1,70,1341000,22870,22,523,86400,59000,48300,162500,0
11604,4,1,1,50,423000,48880,11,753,46100,18600,44200,442900,1
11605,0,0,1,56,550000,31170,8,469,33900,3900,4400,255600,0
11606,2,1,1,80,907000,44290,10,775,5300,55400,5500,368800,0
11607,1,1,0,29,470000,43300,19,502,18500,4600,10900,957200,1
11608,3,0,0,37,576000,7960,28,708,42200,9200,31500,813200,1
11609,1,0,1,70,711000,8750,7,358,24100,78300,22600,136700,0
11610,2,0,0,50,1208000,9140,27,713,25600,19100,27300,392500,1
11611,1,0,1,71,210000,36300,10,481,90600,2400,28200,842500,0
11612,3,1,0,75,504000,34330,11,808,31000,95100,33500,42600,0
11613,2,0,1,45,1190000,29830,27,408,86000,26300,11200,993900,0
11614,5,0,1,52,719000,40910,6,889,21400,9100,37100,743800,1
11615,3,1,1,68,1149000,5620,24,442,4400,90200,16300,96300,0
11616,4,1,0,56,734000,42460,9,747,3100,35200,19000,208000,1
11617,4,1,1,23,1206000,17540,22,310,57000,43200,31000,890000,0
11618,4,1,0,31,1009000,22450,20,810,56800,6000,44700,758400,1
11619,4,1,1,23,714000,42410,5,696,35900,28700,25200,370500,1
11620,5,1,1,41,1370000,21400,24,498,24700,77700,27700,42400,0
11621,0,1,0,25,312000,26610,22,694,99100,1700,28800,111600,1
11622,2,1,1,70,894000,12640,7,749,87000,36700,24100,499600,1
11623,2,1,0,68,378000,7780,6,335,51100,32400,44700,835700,0
11624,1,0,1,48,1390000,3690,23,330,45300,81300,27200,714100,0
11625,2,0,1,77,374000,3580,11,876,50200,69600,4700,210900,0
11626,2,0,0,40,1363000,12630,17,674,42800,46400,17200,407500,1
11627,1,0,0,76,757000,18570,14,713,4600,17600,37000,367600,0
11628,0,1,1,64,314000,46860,28,492,7800,15300,34200,126900,0
11629,1,1,0,64,1216000,1960,19,344,34600,64000,39200,746500,0
11630,4,0,1,78,833000,15100,15,800,36300,86400,35700,375100,0
11631,3,1,1,38,1132000,46830,13,826,44100,34900,8800,295000,1
11632,3,1,1,29,1364000,35610,29,494,47300,77300,44500,868300,0
11633,1,1,1,26,552000,18710,8,502,86500,12200,40200,21700,0
11634,3,1,1,68,1139000,5260,6,713,98000,50200,9100,236000,1
11635,3,0,0,56,1390000,25690,17,303,13300,7800,15500,735400,0
11636,4,1,1,75,1002000,44310,17,793,3800,4600,1900,311000,0
11637,1,0,0,76,1155000,20280,15,787,67600,84700,30700,893500,0
11638,2,0,0,77,1338000,15080,19,328,23600,66300,7000,710100,0
11639,2,0,0,60,363000,5920,7,451,49300,19100,24700,200100,0
11640,1,1,0,40,489000,41780,28,858,40700,70600,30300,54900,0
11641,5,0,1,28,1384000,40710,27,848,80400,30400,9200,774000,1
11642,5,0,0,46,1316000,44060,9,468,42600,17400,2200,320100,0
11643,5,1,0,68,1251000,14740,9,680,47500,21200,2200,782700,1
11644,0,1,1,33,1446000,16480,20,621,57700,76800,11200,559600,1
11645,4,0,0,56,548000,35480,15,794,35600,54100,36700,463700,1
11646,1,0,1,30,918000,2840,19,476,43200,36900,29300,236200,0
11647,5,1,0,32,308000,1730,13,497,25300,82300,37300,998500,0
11648,3,0,0,55,370000,5760,23,390,49000,82300,44500,873900,0
11649,1,1,0,45,1253000,8530,8,769,90200,92200,13400,810400,1
11650,1,0,0,74,1018000,24310,29,572,88100,26700,36100,164000,0
11651,4,0,0,64,1325000,12460,10,674,10200,14100,38000,225300,1
11652,4,0,0,65,1062000,10120,7,591,56200,1100,49300,99100,1
11653,5,0,0,47,1155000,6100,5,439,10300,47000,8000,183700,0
11654,2,0,0,39,628000,36270,13,472,89200,31300,8200,499900,0
11655,2,1,1,70,524000,32450,16,590,4800,87500,15900,693000,1
11656,3,0,0,33,1118000,5140,17,760,70300,64700,21200,616100,1
11657,5,0,1,39,1014000,12050,23,543,3900,21400,43700,862700,1
11658,4,1,0,44,971000,20210,26,486,69400,26300,19300,288500,0
11659,4,1,0,37,626000,13070,9,710,24200,95700,39600,904900,1
11660,2,1,0,76,770000,6830,7,324,36400,59400,43900,895700,0
11661,2,0,0,80,862000,36170,27,804,44800,53600,2200,754800,0
11662,5,1,0,78,1467000,23190,20,621,60000,87100,33000,558000,0
11663,4,0,1,69,973000,2120,27,349,42200,79700,48500,690700,0
11664,1,1,0,54,338000,27510,10,865,63100,36900,1100,507100,1
11665,2,0,0,71,1405000,14710,11,402,15200,65400,4500,554600,0
11666,5,0,0,41,524000,15060,18,339,85900,54400,4700,535200,0
11667,3,0,0,58,922000,47630,27,401,74200,56400,43400,207900,0
11668,2,0,0,56,1489000,17880,15,844,45700,74500,42200,527000,1
11669,5,0,1,70,230000,44490,20,308,54400,51200,5300,698000,0
